ID,Categoria,Produto,Preco,Custo,Marca,Data,Estoque,Status,Pagamento_Comum,Avaliacao,Qtd_Comprada
4576,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-11-05,26,Disponível,Transferência Bancária,4.0,2
4577,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-01-08,96,Em Trânsito,Transferência Bancária,3.8,1
4578,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-07-15,80,Esgotado,Cartão de Crédito,4.5,2
4579,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-05-09,88,Disponível,Cartão de Crédito,3.1,1
4580,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-11-17,83,Esgotado,Boleto,4.4,1
4581,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-11-29,100,Esgotado,Pix,3.0,1
4582,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-05-08,45,Disponível,Pix,4.6,1
4583,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-05-08,53,Em Trânsito,Boleto,3.4,1
4584,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-09-25,26,Disponível,Transferência Bancária,4.1,1
4585,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-08-04,4,Esgotado,Transferência Bancária,3.8,1
4586,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-06-09,43,Esgotado,Cartão de Crédito,3.8,1
4587,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-10-02,0,Esgotado,Transferência Bancária,3.2,1
4588,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-03-28,10,Disponível,Transferência Bancária,3.2,2
4589,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-10-20,71,Em Trânsito,Pix,3.5,1
4590,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-11-20,13,Esgotado,Pix,3.9,1
4591,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-09-17,19,Disponível,Boleto,4.5,2
4592,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-03-14,90,Esgotado,Cartão de Crédito,4.7,1
4593,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-09-30,49,Esgotado,Cartão de Crédito,3.4,1
4594,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-11-22,57,Em Trânsito,Boleto,4.3,2
4595,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-03-11,66,Esgotado,Pix,4.0,1
4596,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-12-23,87,Esgotado,Boleto,4.0,1
4597,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-07-02,88,Disponível,Transferência Bancária,4.2,1
4598,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-06-01,10,Disponível,Boleto,4.1,2
4599,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-03-31,38,Em Trânsito,Boleto,4.7,2
4600,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-09-28,63,Em Trânsito,Pix,4.3,2
4601,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-07-21,27,Esgotado,Boleto,4.7,1
4602,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-06-06,79,Disponível,Pix,3.0,2
4603,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-07-18,15,Disponível,Cartão de Crédito,3.6,1
4604,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-10-29,20,Disponível,Cartão de Crédito,4.3,1
4605,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-04-24,68,Esgotado,Transferência Bancária,3.3,2
4606,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-05-15,3,Em Trânsito,Transferência Bancária,4.0,1
4607,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-11-13,17,Em Trânsito,Cartão de Crédito,4.3,1
4608,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-11-12,24,Disponível,Cartão de Crédito,3.3,1
4609,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-11-19,98,Disponível,Transferência Bancária,4.9,2
4610,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-03-08,82,Disponível,Pix,3.9,2
4611,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-05-08,49,Em Trânsito,Cartão de Crédito,3.9,2
4612,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-03-23,55,Em Trânsito,Pix,4.4,1
4613,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-04-11,66,Esgotado,Boleto,3.8,2
4614,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-08-03,88,Disponível,Transferência Bancária,3.9,1
4615,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-03,12,Em Trânsito,Transferência Bancária,3.5,1
4616,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-12-30,72,Disponível,Boleto,3.5,1
4617,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-01-02,58,Em Trânsito,Pix,3.1,1
4618,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-04-06,2,Em Trânsito,Boleto,4.0,1
4619,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-03-08,9,Disponível,Cartão de Crédito,4.6,1
4620,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-08-02,62,Esgotado,Boleto,3.1,1
4621,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-04-07,98,Em Trânsito,Cartão de Crédito,3.1,1
4622,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-05-21,57,Disponível,Cartão de Crédito,3.6,1
4623,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-11-01,72,Esgotado,Transferência Bancária,4.5,1
4624,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-05-14,72,Esgotado,Boleto,4.6,1
4625,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-05-30,11,Em Trânsito,Cartão de Crédito,4.8,1
4626,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-04-25,25,Esgotado,Cartão de Crédito,4.7,1
4627,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-05-04,81,Disponível,Boleto,4.9,2
4628,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-11-10,93,Em Trânsito,Boleto,4.5,1
4629,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-04-20,61,Disponível,Transferência Bancária,4.0,1
4630,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-06-06,54,Em Trânsito,Boleto,3.3,2
4631,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-12-21,76,Disponível,Pix,4.7,1
4632,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-08-09,66,Esgotado,Cartão de Crédito,4.3,1
4633,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-10-06,19,Disponível,Boleto,4.7,1
4634,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-01-31,3,Disponível,Pix,4.6,1
4635,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-07-11,84,Em Trânsito,Boleto,4.1,1
4636,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-10-08,30,Disponível,Transferência Bancária,4.2,1
4637,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-03-24,58,Disponível,Transferência Bancária,4.4,2
4638,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-08-29,11,Em Trânsito,Boleto,4.2,1
4639,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-02-24,75,Disponível,Pix,3.5,1
4640,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-06-01,57,Em Trânsito,Cartão de Crédito,3.7,1
4641,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-08-08,69,Disponível,Cartão de Crédito,4.6,1
4642,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-03-15,29,Esgotado,Cartão de Crédito,4.8,2
4643,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-05-15,65,Esgotado,Boleto,4.5,1
4644,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-12-26,44,Disponível,Transferência Bancária,4.1,2
4645,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-02-12,99,Disponível,Pix,4.2,1
4646,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-01-02,90,Esgotado,Transferência Bancária,3.3,2
4647,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-19,76,Em Trânsito,Transferência Bancária,4.7,1
4648,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-05-25,3,Em Trânsito,Cartão de Crédito,3.3,1
4649,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-06-07,77,Disponível,Transferência Bancária,3.8,2
4650,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-07-27,50,Disponível,Transferência Bancária,3.4,1
4651,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-10-20,2,Em Trânsito,Boleto,4.1,1
4652,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-05-12,34,Em Trânsito,Transferência Bancária,3.7,1
4653,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-12-26,68,Disponível,Pix,4.2,1
4654,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-06-13,79,Disponível,Transferência Bancária,3.4,2
4655,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-06-03,40,Esgotado,Pix,3.5,2
4656,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-07-28,66,Esgotado,Pix,3.2,1
4657,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-01-27,46,Esgotado,Transferência Bancária,4.7,1
4658,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-08-06,44,Disponível,Boleto,3.7,1
4659,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-20,20,Esgotado,Cartão de Crédito,3.6,1
4660,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-01-31,33,Em Trânsito,Pix,4.6,1
4661,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-11-11,79,Esgotado,Transferência Bancária,4.9,1
4662,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-12-20,2,Em Trânsito,Pix,3.9,2
4663,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-11-01,50,Esgotado,Boleto,3.5,1
4664,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-10-20,47,Em Trânsito,Boleto,5.0,1
4665,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-09-22,76,Disponível,Pix,4.2,1
4666,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-05-04,28,Disponível,Pix,4.0,1
4667,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-04-19,35,Esgotado,Pix,4.0,1
4668,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-12-21,86,Em Trânsito,Cartão de Crédito,4.0,1
4669,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-07-13,66,Esgotado,Boleto,3.7,1
4670,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-08-29,31,Esgotado,Transferência Bancária,4.9,1
4671,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-05-18,59,Esgotado,Boleto,4.3,1
4672,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-04-22,42,Disponível,Boleto,4.8,2
4673,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-04-04,60,Em Trânsito,Transferência Bancária,3.9,1
4674,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-10-06,11,Disponível,Boleto,3.8,1
4675,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-04-18,38,Em Trânsito,Pix,3.4,1
4676,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-09-23,86,Esgotado,Pix,3.3,1
4677,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-13,83,Esgotado,Boleto,3.3,2
4678,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-12-24,74,Em Trânsito,Cartão de Crédito,4.5,1
4679,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-12-21,52,Esgotado,Cartão de Crédito,3.3,1
4680,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-03-02,27,Disponível,Cartão de Crédito,4.6,1
4681,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-10-19,9,Disponível,Boleto,4.1,1
4682,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-04-20,70,Disponível,Transferência Bancária,5.0,1
4683,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-01-29,98,Em Trânsito,Cartão de Crédito,4.2,1
4684,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-04-04,84,Em Trânsito,Cartão de Crédito,4.8,1
4685,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-09-19,60,Disponível,Transferência Bancária,4.4,2
4686,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-06-02,90,Em Trânsito,Transferência Bancária,4.8,2
4687,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-11-15,86,Disponível,Transferência Bancária,3.6,1
4688,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-09-29,28,Esgotado,Transferência Bancária,4.6,1
4689,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-08-05,66,Esgotado,Boleto,3.9,1
4690,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-06-06,34,Disponível,Transferência Bancária,3.9,2
4691,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-06,57,Esgotado,Boleto,4.7,1
4692,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-04-28,44,Esgotado,Cartão de Crédito,3.5,1
4693,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-06-16,98,Em Trânsito,Pix,4.3,1
4694,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-08-03,25,Em Trânsito,Boleto,3.2,1
4695,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-03-25,100,Em Trânsito,Pix,4.9,1
4696,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-08-22,95,Em Trânsito,Cartão de Crédito,3.3,1
4697,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-10-14,89,Em Trânsito,Boleto,4.2,1
4698,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-01-25,59,Esgotado,Cartão de Crédito,3.5,1
4699,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-12-04,51,Em Trânsito,Transferência Bancária,4.8,2
4700,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-11-18,27,Em Trânsito,Pix,4.0,1
4701,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-10-24,75,Disponível,Cartão de Crédito,3.3,2
4702,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-05-09,40,Esgotado,Transferência Bancária,4.9,1
4703,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-03-29,37,Esgotado,Cartão de Crédito,3.4,1
4704,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-02-19,11,Esgotado,Transferência Bancária,4.1,1
4705,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-11-17,74,Em Trânsito,Transferência Bancária,4.6,1
4706,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-03-16,77,Esgotado,Transferência Bancária,4.1,2
4707,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-01-02,81,Disponível,Cartão de Crédito,3.5,1
4708,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-06-22,7,Disponível,Boleto,3.4,1
4709,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-01-20,6,Disponível,Transferência Bancária,3.8,1
4710,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-07-06,10,Esgotado,Transferência Bancária,4.0,1
4711,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-04-18,95,Em Trânsito,Boleto,3.8,1
4712,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-06-20,85,Disponível,Transferência Bancária,4.2,1
4713,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-02-07,91,Em Trânsito,Cartão de Crédito,3.3,1
4714,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-02-19,49,Esgotado,Boleto,4.9,2
4715,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-05-15,92,Esgotado,Transferência Bancária,3.6,1
4716,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-01-30,87,Esgotado,Pix,4.7,1
4717,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-12-21,81,Disponível,Boleto,4.5,2
4718,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-08-01,1,Em Trânsito,Pix,4.5,1
4719,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-12-06,50,Disponível,Cartão de Crédito,3.7,2
4720,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-02-15,100,Disponível,Transferência Bancária,3.6,2
4721,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-10-20,8,Disponível,Pix,4.2,1
4722,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-12-19,50,Em Trânsito,Cartão de Crédito,4.9,1
4723,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-04-19,42,Em Trânsito,Boleto,4.3,1
4724,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-08-12,50,Em Trânsito,Boleto,3.8,1
4725,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-01,73,Esgotado,Boleto,4.7,1
4726,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-02-17,32,Em Trânsito,Boleto,4.1,1
4727,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-09-30,73,Em Trânsito,Transferência Bancária,4.5,1
4728,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-11-27,42,Esgotado,Transferência Bancária,3.7,2
4729,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-01-08,21,Esgotado,Pix,3.2,1
4730,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-06-07,19,Esgotado,Cartão de Crédito,4.8,1
4731,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-11-10,5,Esgotado,Boleto,4.0,1
4732,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-11-06,28,Esgotado,Pix,3.8,2
4733,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-05-22,5,Esgotado,Boleto,4.2,1
4734,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-02-06,3,Em Trânsito,Transferência Bancária,3.2,1
4735,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-03-26,4,Em Trânsito,Pix,3.8,1
4736,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-08-01,63,Esgotado,Cartão de Crédito,4.9,1
4737,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-05-10,86,Disponível,Transferência Bancária,3.6,1
4738,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-06-04,36,Em Trânsito,Transferência Bancária,3.5,1
4739,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-05-17,40,Disponível,Cartão de Crédito,4.0,1
4740,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-03-17,46,Disponível,Transferência Bancária,3.8,1
4741,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-08-25,18,Em Trânsito,Boleto,3.4,1
4742,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-12-18,88,Disponível,Boleto,3.5,1
4743,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-12-06,95,Em Trânsito,Cartão de Crédito,3.6,1
4744,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-08-31,10,Disponível,Cartão de Crédito,3.4,2
4745,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-03-21,21,Disponível,Pix,4.6,1
4746,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-05-31,15,Em Trânsito,Boleto,3.7,2
4747,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-12-31,24,Esgotado,Pix,4.3,1
4748,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-05-30,40,Disponível,Pix,4.0,1
4749,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-07-28,80,Esgotado,Cartão de Crédito,3.3,2
4750,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2025-10-23,34,Em Trânsito,Cartão de Crédito,4.0,2
4751,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-03-11,38,Em Trânsito,Pix,3.5,2
4752,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-10-30,59,Esgotado,Boleto,3.1,1
4753,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-07-19,24,Disponível,Boleto,4.2,1
4754,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-07-30,30,Em Trânsito,Cartão de Crédito,4.7,1
4755,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-09-27,92,Disponível,Cartão de Crédito,3.8,1
4756,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-11-10,77,Em Trânsito,Boleto,4.9,1
4757,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-12-08,63,Esgotado,Transferência Bancária,4.2,1
4758,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-08-04,64,Disponível,Cartão de Crédito,4.1,2
4759,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-02-14,61,Esgotado,Pix,4.9,1
4760,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-04-24,35,Esgotado,Cartão de Crédito,3.2,2
4761,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-06-05,14,Em Trânsito,Boleto,4.7,1
4762,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-09-14,26,Esgotado,Transferência Bancária,3.7,1
4763,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-07-27,40,Em Trânsito,Pix,3.7,2
4764,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-06-04,47,Esgotado,Pix,4.1,1
4765,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-01-10,17,Esgotado,Pix,4.4,2
4766,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-03-31,41,Em Trânsito,Pix,4.3,1
4767,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-03-25,52,Esgotado,Cartão de Crédito,3.1,2
4768,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-11-24,26,Em Trânsito,Boleto,3.4,1
4769,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-08-07,58,Disponível,Pix,4.8,1
4770,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-05-13,54,Em Trânsito,Boleto,4.6,1
4771,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-04-24,61,Disponível,Boleto,4.8,2
4772,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-06-29,35,Disponível,Cartão de Crédito,3.3,1
4773,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-10-18,40,Disponível,Transferência Bancária,3.4,2
4774,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-10-21,34,Disponível,Transferência Bancária,3.6,1
4775,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-06-02,31,Em Trânsito,Transferência Bancária,4.4,1
4776,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-03-11,59,Esgotado,Pix,4.7,1
4777,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-08-04,51,Em Trânsito,Cartão de Crédito,3.1,1
4778,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-03-26,83,Esgotado,Transferência Bancária,4.3,2
4779,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-03-18,33,Em Trânsito,Cartão de Crédito,4.6,2
4780,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-07-01,96,Disponível,Boleto,3.4,1
4781,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-03-25,72,Em Trânsito,Boleto,4.4,2
4782,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-09-01,97,Em Trânsito,Cartão de Crédito,3.1,1
4783,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-06-14,43,Esgotado,Transferência Bancária,3.2,1
4784,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-01-12,7,Disponível,Pix,4.9,1
4785,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-05-29,69,Esgotado,Transferência Bancária,4.5,2
4786,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-11-11,56,Esgotado,Boleto,3.3,1
4787,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-09-19,11,Disponível,Cartão de Crédito,4.1,2
4788,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-01-14,72,Disponível,Transferência Bancária,3.1,1
4789,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-10-30,0,Disponível,Boleto,5.0,2
4790,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-03-17,75,Esgotado,Pix,4.5,1
